ISBN,Título,Autor,Editora,Ano,Páginas,Disciplina,Capa,Qtd_Exemplares,Avaliação,Empréstimos
9780697345387,Golf,"Virginia Lindblad Nance, Virginia Nance, Elwood Davis, Virginia L Nance, Kay E McMahon, Elwood C Davis",WCB McGraw-Hill,1998,128,Educação Física e Esportes,https://covers.openlibrary.org/b/id/1342749-L.jpg,1,4.6,93
9780697233295,Fitness for life,"Philip E. Allsen, Joyce M. Harrison, Barbara Vance",Brown & Benchmark,1997,284,Educação Física e Esportes,https://covers.openlibrary.org/b/id/4660470-L.jpg,1,3.6,24
9781718213852,Dynamic Physical Education for Secondary School Students,"Paul W. Darst, Robert P. Pangrazi",Human Kinetics,2024,0,Educação Física e Esportes,,4,4.5,54
9789688606438,Gimnasia para el cerebro,"Paul E. Dennison, Gail E. Dennison, Dr. Paul E. Dennison",Editorial Pax México,2003,106,Educação Física e Esportes,,8,4.1,42
9780367824488,Case Studies in Adapted Physical Education,"Samuel Hodge, Nathan Murata, Martin Block, Lauren Lieberman",Taylor & Francis Group,2019,0,Educação Física e Esportes,,9,3.9,1
9781317352440,Learning on Your Feet,"Brad Johnson, Melody Jones",Taylor & Francis Group,2016,120,Educação Física e Esportes,,5,4.8,66
9781841260853,Worldwide experiences and trends in sport for all,"Lamartine Pereira da Costa, Ana Miragaya, Lamartine P. Dacosta",Meyer & Meyer Sport,2002,792,Educação Física e Esportes,https://covers.openlibrary.org/b/id/14307443-L.jpg,9,3.8,40
9780071086820,"Introduction to Physical Education, Fitness and Sport",Daryl Siedentop,McGraw-Hill Europe,2012-03-01,0,Educação Física e Esportes,,9,3.9,74
9783880205390,"Bewegung, Bildung, Gesundheit","Lutz Müllar, Britta Kolbert, Monika Roscher",Czwalina Verlag,2009,117,Educação Física e Esportes,,5,4.9,40
9789741110612,Human rights education in the school systems in Southeast Asia,Hurights Osaka,"Asia-Pacific Human Rights Information Center, The Office of Human Rights Studies and Social Development, Mahidol University",2013,215,Educação em Direitos Humanos,,3,3.6,30
9781098599386,On Liberty,John Stuart Mill,Independently Published,2019,0,Educação em Direitos Humanos,,2,4.5,56
9781003171317,Fear of Freedom,Erich Fromm,Taylor & Francis Group,2021,0,Educação em Direitos Humanos,,2,4.0,65
9788403013858,El largo camino hacia la libertad,"Nelson Mandela, Chris Van Wyk, Paddy Bouma","AGUILAR, Aguilar","Jul 03, 2013",664,Educação em Direitos Humanos,https://covers.openlibrary.org/b/id/14202253-L.jpg,7,4.5,33
9789723215410,Constituição portuguesa anotada,Portugal.,Coimbra Editora,2005,0,Educação em Direitos Humanos,,9,4.7,48
9789994963263,The Door into Summer,Robert A. Heinlein,Ballantine Books,October 1993,0,Educação em Direitos Humanos,,9,4.2,0
9780606010825,Miracle Worker,William Gibson,Demco Media,1981-10-01,0,Educação em Direitos Humanos,,6,3.8,14
9780136063650,Multicultural Education in a Pluralistic Society,"Donna M. Gollnick, Phillip C. Chinn",Pearson College Div,"Apr 09, 2008",425,Educação em Diversidade,,7,4.5,42
9780135034811,Choosing democracy,"Duane E. Campbell, Dolores Delgado-Campbell",Pearson,2009,0,Educação em Diversidade,,8,4.0,72
9780134068381,Affirming Diversity,Sonia Nieto,"Pearson Education, Limited",2016,480,Educação em Diversidade,,6,4.4,59
9781322032306,Student Engagement in Higher Education,"Shaun R. Harper, Stephen John Quaye",Routledge,2014,0,Educação em Diversidade,,4,4.0,81
9781003801054,Case Studies on Diversity and Social Justice Education,"Paul C. Gorski, Seema G. Pothini",Taylor & Francis Group,2024,0,Educação em Diversidade,,4,4.7,29
9781260837735,Human Diversity in Education,"Kenneth Cushner, Kenneth H. Cushner, Averil McClelland, Philip Safford, Philip L. Safford",McGraw-Hill Education,2021,0,Educação em Diversidade,,1,3.9,45
9780072433173,Annual Editions,Fred Schultz,Dushkin/McGraw-Hill,"December 6, 2000",240,Educação em Diversidade,https://covers.openlibrary.org/b/id/63317-L.jpg,4,3.9,65
9780367431204,Teaching for Diversity and Social Justice,"Maurianne Adams, Lee Anne Bell, Pat Griffin, Lee Anne Bell",Routledge,2022,0,Educação em Diversidade,,6,3.8,26
9781003829096,Cross-Cultural Psychology,"Eric B. Shiraev, Levy, David A.",Taylor & Francis Group,2024,576,Educação em Diversidade,,6,4.4,86
9781118579244,Multicultural Education,"James A. Banks, Banks, C. Banks, Cherry A. McGee Banks","Wiley & Sons, Incorporated, John",2013,0,Educação em Diversidade,,4,4.3,75
9780274230600,Électricité et Optique,Henri Poincaré,"Creative Media Partners, LLC",2018,0,Eletricidade e Eletromagnetismo,,6,4.0,80
9780140210811,The ambidextrous universe,Martin Gardner,Penguin,1982,293,Eletricidade e Eletromagnetismo,,8,4.6,95
9780120146666,Advances in Electronics and Electron Physics (Advances in Imaging and Electron Physics),Peter W. Hawkes,Academic Press,April 1986,376,Eletricidade e Eletromagnetismo,https://covers.openlibrary.org/b/id/4953880-L.jpg,4,4.8,26
9781483103204,Principles of Optics,"Max Born, Emil Wolf",Elsevier Science & Technology Books,2013,0,Eletricidade e Eletromagnetismo,,4,3.8,28
9781009397759,Introduction to Electrodynamics,David Jeffrey Griffiths,Cambridge University Press,2023,0,Eletricidade e Eletromagnetismo,https://covers.openlibrary.org/b/id/14572029-L.jpg,8,4.0,72
9780736698344,Electric Universe,David Bodanis,Books on Tape,September 2005,0,Eletricidade e Eletromagnetismo,https://covers.openlibrary.org/b/id/1365668-L.jpg,5,4.7,94
9780080983684,Silicon Molecular Beam Epitaxy,E. Kasper,Elsevier Science & Technology Books,2012,0,Eletricidade e Eletromagnetismo,,1,4.0,29
9788770229739,Wireless Power Transfer,Johnson I. Agbinya,River Publishers,2023,0,Eletricidade e Eletromagnetismo,,6,4.9,73
9781299186996,Electromagnetism,Tamer Becherrawy,"Wiley & Sons, Incorporated, John",2012,0,Eletricidade e Eletromagnetismo,,1,4.2,96
9781118057926,Discontinuities in the Electromagnetic Field,M. Mithat Idemen,"Wiley & Sons, Incorporated, John",2011,0,Eletricidade e Eletromagnetismo,,9,4.9,40
9781281370327,Student's Guide to Maxwell's Equations,Daniel Fleisch,Cambridge University Press,2008,144,Eletricidade e Eletromagnetismo,,3,4.4,56
9781016445092,Scientific Papers;; Volume 2,"James Clerk Maxwell, James Clerk Maxwell, William Davidson Niven","Creative Media Partners, LLC",2022,0,Eletricidade e Eletromagnetismo,,5,3.9,45
9781280264825,Introduction to Optical Waveguide Analysis,Kenji Kawano,"Wiley & Sons Canada, Limited, John",2004,0,Eletricidade e Eletromagnetismo,,9,4.7,20
9781315330327,Electromagnetics Through the Finite Element Method,José Roberto Cardoso,Taylor & Francis Group,2016,198,Eletricidade e Eletromagnetismo,,8,4.9,31
9789056993238,AC Loss and Macroscopic Theory of Superconductors,W. J. Carr,Taylor & Francis,"April 1, 2001",224,Eletricidade e Eletromagnetismo,,4,4.2,19
9780367655808,Heteroepitaxy of Semiconductors,John E. Ayers,Taylor & Francis Group,2020,0,Eletricidade e Eletromagnetismo,,1,3.9,81
9780306110306,Neutron Diffraction of Magnetic Materials,"Izi͡umov, I͡U. A., Izyumov, V.E. Naish, R.P. Ozerov",Springer,"June 30, 1991",350,Eletricidade e Eletromagnetismo,https://covers.openlibrary.org/b/id/5052329-L.jpg,7,4.7,62
9783540678175,Epitaxy of nanostructures,"V. A. Shchukin, Vitaly A. Shchukin, Nikolai N. Ledentsov, Dieter Bimberg",Springer,2004,387,Eletricidade e Eletromagnetismo,https://covers.openlibrary.org/b/id/13205767-L.jpg,2,3.9,10
9783642523694,Acoustics of Layered Media I,"L. M. Brekhovskikh, Leonid M. Brekhovskikh, Oleg A. Godin","Springer London, Limited",2012,0,Eletricidade e Eletromagnetismo,,2,4.0,73
9789810218188,"SCIFI 93, Workshop on Scintillating Fiber Detectors, October 24-28, 1993, Notre Dame, Indiana, U.S.A.","Workshop on Scintillating Fiber Detectors (1993 Notre Dame, Ind.), Alan D. Bross, R. C. Ruchti",World Scientific,1995,668,Eletricidade e Eletromagnetismo,https://covers.openlibrary.org/b/id/4931947-L.jpg,8,4.2,28
9789893330241,Creativity and Innovation Affairs: Are They or Are They Not...?,"Katja Tschimmel , Andrzej Klimczuk, Daniel Santos, Daniela Marzavan, Dirk Loyens, Fátima Pombo, Fernando Vianna, Gijs van Wulfen, Jens Unger, Joana Alves dos Santos, Joana Moreira, Joăo Menezes, Joăo Petiz, Juan Fernando de Laiglesia, Julio Martins, Kärt Summatavet, Laura Ferreira, Maria Stashenko, Mariana Serra, Renata Gastal Porto, Rocío Cervino, Rui Coutinho, Rute Sousa, Shujoy Chakraborty, Tomás Gamboa, Violeta Clemente, Virpi Kaartti, Wiebke Borgers",Mindshake,2022,120,Empreendedorismo de Base Tecnológica,https://covers.openlibrary.org/b/id/12715917-L.jpg,5,4.7,35
9783736964303,Einfluss der Blockchain-Technologie auf Geschäftsmodelle,Lars Heim,Cuvillier Verlag,2021,310,Empreendedorismo de Base Tecnológica,https://covers.openlibrary.org/b/id/12983685-L.jpg,7,3.8,98
9780316306089,Disrupted,Daniel Lyons,Hachette Books,2016,258,Empreendedorismo de Base Tecnológica,https://covers.openlibrary.org/b/id/7902021-L.jpg,2,4.5,58
9781492142898,Startup Style Learning,Eric J. Robertson,CreateSpace Independent Publishing Platform,"August 11, 2013",82,Empreendedorismo de Base Tecnológica,https://covers.openlibrary.org/b/id/14830125-L.jpg,3,4.3,87
9798201352080,Entreprenerd,Bruno Lowagie,Bruno Lowagie,2021,0,Empreendedorismo de Base Tecnológica,https://covers.openlibrary.org/b/id/11232292-L.jpg,4,3.5,67
9781119597728,Sell More Faster,Amos Schwartzfarb,"Wiley & Sons, Incorporated, John",2019,192,Empreendedorismo de Base Tecnológica,,1,4.0,92
9781631578403,Technological Entrepreneur's Playbook,Ian Chaston,Business Expert Press,2017,200,Empreendedorismo de Base Tecnológica,https://covers.openlibrary.org/b/id/14524302-L.jpg,2,4.5,66
9781705797549,The 60 Minute Startup,Ramesh Dontha,The Agile Entrepreneur,2019,252,Empreendedorismo de Base Tecnológica,https://covers.openlibrary.org/b/id/9261474-L.jpg,3,4.8,50
9781934451847,Notes on Nursing,Florence Nightingale,Wilder Publications,"September 10, 2007",116,Enfermagem e Cuidado ao Paciente,https://covers.openlibrary.org/b/id/2131934-L.jpg,9,4.5,69
9781281395092,Logic of Care,Annemarie Mol,Routledge,2008,0,Enfermagem e Cuidado ao Paciente,,5,4.9,61
9781282385962,Patient Safety First,"Judith Healy, Paul Dugdale",Allen & Unwin,2009,0,Enfermagem e Cuidado ao Paciente,,3,3.7,47
9781420093773,Consumer Directed Health Care,Kim Slocum,CRC Press LLC,2009,0,Enfermagem e Cuidado ao Paciente,,8,4.2,45
9781317186144,Abjectly Boundless,Trudy Rudge,Taylor & Francis Group,2016,304,Enfermagem e Cuidado ao Paciente,,2,4.2,59
9780429937323,Touch Papers,Graeme Galton,Taylor & Francis Group,2018,220,Enfermagem e Cuidado ao Paciente,,8,4.7,18
9781494504038,Learning to Speak Alzheimer's,Joanne Koenig Coste,Tantor Audio,"Jul 23, 2014",0,Enfermagem e Cuidado ao Paciente,https://covers.openlibrary.org/b/id/13985655-L.jpg,6,4.4,34
9781119488620,Improving Patient Care,Richard Grol,"Wiley & Sons, Limited, John",2020,456,Enfermagem e Cuidado ao Paciente,,7,3.7,36
9783842453272,Hospital Sketches,Louisa May Alcott,tredition Verlag,2011,0,Enfermagem e Cuidado ao Paciente,,2,3.7,82
9781032265643,World Religions for Healthcare Professionals,"Siroj Sorajjakool, Mark F. Carr, Julius J. Nam",Taylor & Francis Group,2023,0,Enfermagem e Cuidado ao Paciente,,9,4.6,22
9781144267771,Notes on Nursing,Florence Nightingale,Nabu Press,2010-01-01,0,Enfermagem e Cuidado ao Paciente,,5,4.9,12
9781282379077,Health Communication in Practice,Eileen Berlin Ray,Routledge,2005,0,Enfermagem e Cuidado ao Paciente,,1,3.6,85
9780323030564,Fundamentals Of Nursing,Patricia A. Potter,"Not Avail, Mosby","June 25, 2004",0,Enfermagem e Cuidado ao Paciente,https://covers.openlibrary.org/b/id/13821050-L.jpg,5,4.4,99
9781989708897,Notes on Nursing,Florence Nightingale,"Westland, Brian",1860,0,Enfermagem e Cuidado ao Paciente,,7,4.1,86
9781727825725,Notes on Nursing,Florence Nightingale,CreateSpace Independent Publishing Platform,2018,276,Enfermagem e Cuidado ao Paciente,,9,4.3,71
9780274722952,"Aventures et Voyages d'une Créole, Mme Seacole, À Panama et en Crimée","Mary Seacole, Sara Salih, Ziggi Alexander, Victorine Rilliet de Constant Massé (D","Creative Media Partners, LLC",2018,0,Enfermagem e Cuidado ao Paciente,,7,4.4,87
9783111081724,"Geschichte der Krankenpflege, Band 1","Mary Adelaide Nutting, Lavinia L. Dock, Lavinia L Dock, Lavinia L. 1858-1956 Dock, Lavinia Lloyd Dock, Agnes [Übers. ] Karll, Agnes Karll","De Gruyter, Inc.",1910,600,Enfermagem e Cuidado ao Paciente,,2,3.7,13
9780739406854,Beast In View,Margaret Millar,Mystery Guild,1990,0,Enfermagem e Cuidado ao Paciente,https://covers.openlibrary.org/b/id/8135675-L.jpg,6,3.8,21
9781143110115,Public Health Nursing,Mary Sewall Gardner,BiblioBazaar,2010-01-,0,Enfermagem e Cuidado ao Paciente,,3,4.6,90
9781306574532,Psychology for Nurses and Allied Health Professionals,"Richard D. Gross, Richard Gross, Nancy Kinnison",Routledge,2014,0,Enfermagem e Cuidado ao Paciente,,5,4.4,7
9780080518022,Structural and Stress Analysis,"T. H. G. Megson, T. H. G. Megson",Elsevier Science & Technology Books,1995,0,Engenharia Civil e Ambiental,,7,3.5,56
9780203813584,Hydraulics in Civil and Environmental Engineering,John Morfett,Taylor & Francis Group,2019,0,Engenharia Civil e Ambiental,,6,4.3,57
9781576450406,Civil Engineering,Alan Williams,"Oxford University Press, USA","May 30, 1999",120,Engenharia Civil e Ambiental,https://covers.openlibrary.org/b/id/1930567-L.jpg,6,4.2,94
9783319297514,"Dynamics of Civil Structures, Volume 2","Juan Caicedo, Shamim Pakzad","Springer London, Limited",2016,0,Engenharia Civil e Ambiental,,8,4.1,78
9781498711043,Structural Analysis,"A. Ghali, Amin Ghali, Adam M. Neville",CRC Press LLC,2014,0,Engenharia Civil e Ambiental,,5,4.3,73
9780844805924,Aircraft Structures for Engineering Students,T. H. G. Megson,Taylor & Francis Group,1972,494,Engenharia Civil e Ambiental,,7,4.3,8
9781102137351,Building Structures,Malcolm Millais,Taylor & Francis Group,2005,0,Engenharia Civil e Ambiental,,1,3.7,56
9780367385958,Shallow Foundations,Braja M. Das,Taylor & Francis Group,2019,0,Engenharia Civil e Ambiental,,6,3.9,1
9781315273419,Structural Analysis,R. C. Coates,Taylor & Francis Group,2018,618,Engenharia Civil e Ambiental,,2,4.3,40
9780132803205,Salvadori's Structure in Architecture,"Mario George Salvadori, Robert L. Heller, Robert Heller, Deborah Oakley",Pearson,"Jan 22, 2016",240,Engenharia Civil e Ambiental,https://covers.openlibrary.org/b/id/10184749-L.jpg,4,4.5,28
9780470172674,Peterson's Stress Concentration Factors,"Walter D. Pilkey, Deborah F., PhD Pilkey",John Wiley & Sons,1997,0,Engenharia Civil e Ambiental,,7,4.1,74
9781000656060,Examples in Structural Analysis,William M. C. McKenzie,Taylor & Francis Group,2022,0,Engenharia Civil e Ambiental,,9,4.5,18
9781315696225,Mechanics of Solids,"Carl Ross, John Bird, Andrew Little",CRC Press LLC,2016,0,Engenharia Civil e Ambiental,,8,4.9,55
9788770229289,Automated Diagnostics and Analytics for Buildings,"B. L. Capehart, Michael R. Brambley",River Publishers,2023,0,Engenharia Civil e Ambiental,,6,3.7,14
9781482210071,Soil Mechanics,"William Powrie, Dr W Powrie, W. Powrie",CRC Press LLC,2004,0,Engenharia Civil e Ambiental,,1,4.1,95
9780419224501,Soil mechanics,R. F. Craig,E & FN Spon,1997,485,Engenharia Civil e Ambiental,,5,4.5,15
9781032474274,Geotechnics of Roads,Bernardo Caicedo,Taylor & Francis Group,2023,0,Engenharia Civil e Ambiental,,4,4.7,97
9780367379971,Geotechnics and Heritage,"Emilio Bilotta, Alessandro Flora, Stefania Lirer, Carlo Viggiani",Taylor & Francis Group,2020,0,Engenharia Civil e Ambiental,,8,3.8,5
9780835917827,Essentials of Soil Mechanics and Foundations,David F. McCarthy,Prentice Hall PTR,1982,0,Engenharia Civil e Ambiental,,8,3.5,83
9780118843119,"The sand and gravel resources of the country east and south-east of  Darlington, Durham",J. R. Gozzard,H.M.S.O.,1982,0,Engenharia Civil e Ambiental,https://covers.openlibrary.org/b/id/12462783-L.jpg,8,4.3,4
9781119775867,Esd,Steven H. Voldman,"Wiley & Sons, Incorporated, John",2024,0,Engenharia Elétrica e de Controle,,4,3.9,43
9780131701786,Principles of electric circuits,Thomas L. Floyd,Pearson Prentice Hall,2007,0,Engenharia Elétrica e de Controle,https://covers.openlibrary.org/b/id/1109317-L.jpg,2,4.2,86
9780471301677,Circuits Devices & Systems,Ralph Judson Smith,John Wiley & Sons Inc,"October 31, 1994",26,Engenharia Elétrica e de Controle,,3,4.4,11
9781000925371,PV and the NEC,"Bill Brooks, Sean White",Taylor & Francis Group,2023,0,Engenharia Elétrica e de Controle,,9,4.1,3
9781595478719,My Inventions,Nikola Tesla,NuVision Publications,"July 8, 2007",64,Engenharia Elétrica e de Controle,https://covers.openlibrary.org/b/id/1994217-L.jpg,8,4.4,81
9780702097317,Standard Handbook for Electrical Engineers,"edition 1, 1907: authors many, editor not listed, John M. Carroll, edition 3, 1910: authors many, editor- Frank F. Fowle, edition 4, 1915: authors many, editor- Frank F. Fowle, edition 5, 1922: authors many, editor- Frank F. Fowle","McGraw-Hill, MC Graw Hill",1969,0,Engenharia Elétrica e de Controle,https://covers.openlibrary.org/b/id/13940516-L.jpg,7,4.3,50
9781439893333,Electric Machines,"S. A. Nasar, Syed A. Nasar, Ion Boldea",CRC Press LLC,2009,0,Engenharia Elétrica e de Controle,,2,3.9,24
9780131470507,Electrical Engineering,Allan R. Hambley,"Prentice Hall,US",2012-01-01,0,Engenharia Elétrica e de Controle,,6,4.4,79
9780195438147,Introduction to Electric Circuits,"Herbert W. Jackson, Dale Temple, Brian E. Kelly",Oxford University Press,2012,220,Engenharia Elétrica e de Controle,,5,4.8,97
9780471301707,Circuits Devices and Systems,Ralph Judson Smith,John Wiley & Sons Inc,N/A,14,Engenharia Elétrica e de Controle,,1,3.7,69
9781306075084,Electrical Installation Calculations,Christopher Kitcher,Routledge,2013,0,Engenharia Elétrica e de Controle,,3,4.4,80
9788120329676,Electronic Devices and Circuit Theory,"Robert L. Boylestad, Louis Nashelsky",Prentice Hall India,"May 02, 2005",912,Engenharia Elétrica e de Controle,https://covers.openlibrary.org/b/id/10449435-L.jpg,2,4.3,74
9781292736198,Electric Circuits,"James William Nilsson, James W. Nilsson, Susan A. Riedel",Pearson Publishing,2024,0,Engenharia Elétrica e de Controle,,7,3.8,13
